Calling Component Name,Calling Component Type,App Name,App owner,CalledComponentName,Called Component Type,Call Type
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",ZZCU0035,COBOL,STATIC
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",PPCOP020,COBOL,
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",PPCOP030,COBOL,
PPCOP010,COBOL,Policy Pages,"Hutto, Amy",PPCO5010,COBOL,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",UUCC5088,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",PPCC8500,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC1201,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC1401,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC0701,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",PPCU8500,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0012,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0035,COBOL,STATIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",UUCO2431,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",PPCOP010,COBOL,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",PPCO5020,COBOL,
PPCOP020,COBOL,Policy Pages,"Hutto, Amy",UPCO0030,COBOL,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",UUCC5088,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC0901,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",PPCC8500,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC1401,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC0701,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC1201,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",PPCU8500,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0035,COBOL,STATIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0012,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",UUCO2431,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",PPCOP010,COBOL,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",PPCO5030,COBOL,
PPCOP030,COBOL,Policy Pages,"Hutto, Amy",UPCO0030,COBOL,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",UUCC5012,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCC8200,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC1401,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC0701,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC2401,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCU8200,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0024,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCOP120,COBOL,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCOP125,COBOL,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCOP130,COBOL,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCO5110,COBOL,
PPCOP115,COBOL,Policy Pages,"Hutto, Amy",PPCO5112,COBOL,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",UUCC5069,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",UUCC5066,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC0901,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",PPCC8200,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC1401,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC0701,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC2401,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",PPCU8200,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0024,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",PPCOP115,COBOL,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",PPCOP120,COBOL,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",PPCO5115,COBOL,
PPCOP120,COBOL,Policy Pages,"Hutto, Amy",PPCO5120,COBOL,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",UUCC5066,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",PPCC8200,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC1401,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC0701,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",PPCU8200,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",PPCOP115,COBOL,
PPCOP125,COBOL,Policy Pages,"Hutto, Amy",PPCO5125,COBOL,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",UUCC5066,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC0901,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",PPCC8200,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC1401,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC0701,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC0402,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCC0202,COPYBOOK,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",PPCU8200,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCU0014,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCU0007,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",PPCOP130,COBOL,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",PPCOP115,COBOL,
PPCOP130,COBOL,Policy Pages,"Hutto, Amy",PPCO5130,COBOL,
PPCOP200,COBOL,Policy Pages,"Hutto, Amy",UUCC7076,DCLGEN,
PPCOP200,COBOL,Policy Pages,"Hutto, Amy",UUCC7077,DCLGEN,
PPCOP200,COBOL,Policy Pages,"Hutto, Amy",SQLCA,DCLGEN,
PPCOP200,COBOL,Policy Pages,"Hutto, Amy",ABEND,COBOL,STATIC
PPCOP210,COBOL,Policy Pages,"Hutto, Amy",UUCC7076,DCLGEN,
PPCOP210,COBOL,Policy Pages,"Hutto, Amy",UUCC7077,DCLGEN,
PPCOP210,COBOL,Policy Pages,"Hutto, Amy",SQLCA,DCLGEN,
PPCOP210,COBOL,Policy Pages,"Hutto, Amy",ABEND,COBOL,STATIC
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",PPCC8200,COPYBOOK,
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCC1501,COPYBOOK,
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCU0015,COBOL,DYNAMIC
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCU8200,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",PPCC8500,COPYBOOK,
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCC0001,COPYBOOK,
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCC0601,COPYBOOK,
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCC1301,COPYBOOK,
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCC1101,COPYBOOK,
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCC1501,COPYBOOK,
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCU0015,COBOL,DYNAMIC
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCU0011,COBOL,DYNAMIC
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PPCU8500,COBOL,Policy Pages,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PPFC0005,COBOL,Policy Pages,"Hutto, Amy",UTCB0130,COBOL,STATIC
PPFC0006,COBOL,Policy Pages,"Hutto, Amy",UTCB0130,COBOL,STATIC
PPFC0010,COBOL,Policy Pages,"Hutto, Amy",UTCB0130,COBOL,STATIC
PPFC0035,COBOL,Policy Pages,"Hutto, Amy",UTCB0130,COBOL,STATIC
PPPC0015,COBOL,Policy Pages,"Hutto, Amy",MPRMC001,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100X,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100I,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100O,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEEHDLR,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEEHDLU,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEEMGET,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100J,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEE3SRP,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEENCOD,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEESGL,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEECMI,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",CEEMRCE,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100C,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100L,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",PRC0100K,COBOL,STATIC
PRC0100D,COBOL,Rerates,"Hutto, Amy",XCHRFLTR,COBOL,STATIC
PRCB0001,COBOL,Rerates,"Hutto, Amy",PRCCDC10,COPYBOOK,
PRCB0001,COBOL,Rerates,"Hutto, Amy",PMBPHTRL,COPYBOOK,
PRCB0001,COBOL,Rerates,"Hutto, Amy",PMCCNAV0,COPYBOOK,
PRCB0001,COBOL,Rerates,"Hutto, Amy",PMCCNAV1,COPYBOOK,
PRCB0001,COBOL,Rerates,"Hutto, Amy",PMCCNAV2,COPYBOOK,
PRCB0001,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0001,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0001,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0001,COBOL,Rerates,"Hutto, Amy",PMCBNAV0,COBOL,DYNAMIC
PRCB0010,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0010,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0020,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0030,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0030,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0030,COBOL,Rerates,"Hutto, Amy",CLAIMEDI,COPYBOOK,
PRCB0030,COBOL,Rerates,"Hutto, Amy",SQLCA,DCLGEN,
PRCB0030,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0030,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0030,COBOL,Rerates,"Hutto, Amy",CMCB1040,COBOL,STATIC
PRCB0030,COBOL,Rerates,"Hutto, Amy",UTAB1001,COBOL,DYNAMIC
PRCB0040,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0040,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0040,COBOL,Rerates,"Hutto, Amy",CLAIMEDI,COPYBOOK,
PRCB0040,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0040,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0040,COBOL,Rerates,"Hutto, Amy",CMCB1040,COBOL,STATIC
PRCB0050,COBOL,Rerates,"Hutto, Amy",PRAMWAR1,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",PRAMWAR2,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",PMCCNAV0,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",PMCCNAV1,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",PRAMWEEK,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",PRAMWAR3,COPYBOOK,
PRCB0050,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0050,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0050,COBOL,Rerates,"Hutto, Amy",UTAB1001,COBOL,DYNAMIC
PRCB0050,COBOL,Rerates,"Hutto, Amy",NPCB0005,COBOL,DYNAMIC
PRCB0050,COBOL,Rerates,"Hutto, Amy",PMCBNAV0,COBOL,DYNAMIC
PRCB0070,COBOL,Rerates,"Hutto, Amy",PRAMWAR1,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",PRAMWAR2,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",PMCCNAV0,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",PMCCNAV1,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",PRAMWEEK,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",PRAMWAR3,COPYBOOK,
PRCB0070,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0070,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0070,COBOL,Rerates,"Hutto, Amy",UTAB1001,COBOL,DYNAMIC
PRCB0070,COBOL,Rerates,"Hutto, Amy",NPCB0005,COBOL,DYNAMIC
PRCB0070,COBOL,Rerates,"Hutto, Amy",PMCBNAV0,COBOL,DYNAMIC
PRCB0080,COBOL,Rerates,"Hutto, Amy",CIFCUSTC,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",CIFPOLC,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",PMCCNAV0,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",PMCCNAV1,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",SQLCA,DCLGEN,
PRCB0080,COBOL,Rerates,"Hutto, Amy",PRCCPRIV,COPYBOOK,
PRCB0080,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0080,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0080,COBOL,Rerates,"Hutto, Amy",UTAB1001,COBOL,DYNAMIC
PRCB0080,COBOL,Rerates,"Hutto, Amy",PMCBNAV0,COBOL,DYNAMIC
PRCB0080,COBOL,Rerates,"Hutto, Amy",NPCB0006,COBOL,DYNAMIC
PRCB0080,COBOL,Rerates,"Hutto, Amy",NPCB0005,COBOL,DYNAMIC
PRCB0081,COBOL,Rerates,"Hutto, Amy",CIFCUSTC,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",CIFPOLC,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",PMCCNAV0,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",PMCCNAV1,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",SQLCA,DCLGEN,
PRCB0081,COBOL,Rerates,"Hutto, Amy",PRCCPRIV,COPYBOOK,
PRCB0081,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0081,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0081,COBOL,Rerates,"Hutto, Amy",UTAB1001,COBOL,DYNAMIC
PRCB0081,COBOL,Rerates,"Hutto, Amy",PMCBNAV0,COBOL,DYNAMIC
PRCB0081,COBOL,Rerates,"Hutto, Amy",NPCB0006,COBOL,DYNAMIC
PRCB0082,COBOL,Rerates,"Hutto, Amy",CIFCUSTC,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",CIFPOLC,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",PMCCNAV0,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",PMCCNAV1,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",UTCC1001,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",Y2KCOBOL,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",SQLCA,DCLGEN,
PRCB0082,COBOL,Rerates,"Hutto, Amy",PRCCPRIV,COPYBOOK,
PRCB0082,COBOL,Rerates,"Hutto, Amy",ABEND,COBOL,STATIC
PRCB0082,COBOL,Rerates,"Hutto, Amy",UTCB9010,COBOL,STATIC
PRCB0082,COBOL,Rerates,"Hutto, Amy",UTAB1001,COBOL,DYNAMIC
PRCB0082,COBOL,Rerates,"Hutto, Amy",PMCBNAV0,COBOL,DYNAMIC
PRCB0082,COBOL,Rerates,"Hutto, Amy",NPCB0006,COBOL,DYNAMIC
PRCB0082,COBOL,Rerates,"Hutto, Amy",NPCB0005,COBOL,DYNAMIC
PRCB0200,COBOL,Rerates,"Hutto, Amy",UTCB0010,COBOL,STATIC
PRCB0200,COBOL,Rerates,"Hutto, Amy",UTCB0070,COBOL,STATIC
PRCB0900,COBOL,Rerates,"Hutto, Amy",BPCCE2C0,COPYBOOK,
PRCB0900,COBOL,Rerates,"Hutto, Amy",CEE3ABD,COBOL,STATIC
PRCB0910,COBOL,Rerates,"Hutto, Amy",BPCCE2C0,COPYBOOK,
PRCB0910,COBOL,Rerates,"Hutto, Amy",CEE3ABD,COBOL,STATIC
PRCB120,COBOL,Rerates,"Hutto, Amy",UTCB0130,COBOL,STATIC
PRCB1240,COBOL,Rerates,"Hutto, Amy",UUCC5057,COPYBOOK,
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCC1101,COPYBOOK,
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCC1301,COPYBOOK,
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCC0001,COPYBOOK,
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCC0601,COPYBOOK,
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCC0801,COPYBOOK,
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCU0006,COBOL,DYNAMIC
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCU0009,COBOL,DYNAMIC
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCU0013,COBOL,DYNAMIC
PRCB1240,COBOL,Rerates,"Hutto, Amy",ZZCU0008,COBOL,DYNAMIC
