CalledComponentName,Called Component Type,Status,Found in Columbus as Diff type,Application Code,Application Name,Application Owner
PCEB0228,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0061,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0155,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0350,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1200,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1210,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1215,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1220,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1225,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1230,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1240,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1250,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0605,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0620,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0625,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0810,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0815,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0329,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0330,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1600,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1320,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1330,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1340,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PPYE0005,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0010,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
CPC670,PROC,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PMCLE005,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PPLE0005,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPLE0010,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPLE0015,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
CPR480,PROC,Missing,-,PR,Rerates,"Hutto, Amy"
PPXE0005,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPXE0010,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPXE0015,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PGXE0200,COBOL,Missing,-,PG,Omega Letter Generation,"Hutto, Amy"
PPYE1000,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE1200,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYA150X,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PLCE1510,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLCE1520,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PCEB0085,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1393,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PMSE0100,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PMSE0110,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PMSE0120,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PPFE0015,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPFE0020,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0060,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0065,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0070,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0075,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0080,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0085,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPYE0205,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PCEB1400,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB1410,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0820,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0910,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PPFE0105,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PCEB0399,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PPFE0100,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PPFE0025,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PREB9010,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB9020,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB9000,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PLEB0020,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0010,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0110,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0140,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0060,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0080,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0095,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0100,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PMCLE010,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PMCLE020,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PMCLE035,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PMCLE040,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PMCLE045,COBOL,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
PLEB0030,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
POEB0030,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0005,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0100,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0105,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0170,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0220,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0500,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0145,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0290,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0250,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0288,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0180,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0190,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0770,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0730,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB510A,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0450,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0400,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0410,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0420,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0430,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0460,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0440,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0650,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0700,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0640,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB0715,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
POEB510C,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
PLEB0320,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
PLEB0330,COBOL,Missing,-,PL,Omega Lit,"Hutto, Amy"
POEB510B,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
PPEB0200,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
PREB0090,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB065A,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0651,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0675,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0655,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB066A,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0665,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0670,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0680,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0685,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB9920,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0160,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0660,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB7000,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB7010,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB7020,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0170,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0310,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0320,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0340,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0350,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0360,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0370,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0450,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0460,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0390,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0400,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0470,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0480,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0490,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0500,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0510,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0075,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0930,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PRAB160X,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0601,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0603,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0605,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0610,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0620,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0640,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0645,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB0650,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1000,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1010,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1020,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1030,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1040,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1060,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1070,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1080,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1090,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1200,COBOL,Missing,-,PR,Rerates,"Hutto, Amy"
PREB1210,EZPLUS,Found In Newyork,-,PR,Rerates,"Hutto, Amy"
NP73010X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
NP71000X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
NP71490X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
NP73015X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
NP72000X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
NP13380X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
NPTDSGX,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
APTDSGX,COBOL,Missing,-,AP,Actuarial,"Hutto, Amy"
PCEB0760,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0755,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0756,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0757,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
POEB0801,COBOL,Missing,-,PO,Omega Reissues,"Hutto, Amy"
PCEB0256,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0761,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0630,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0765,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0099,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0754,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCSLE860,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0905,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0420,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0430,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0440,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0445,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
PCEB0450,COBOL,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
APCODS,CONTROL_CARD,Missing,-,PC,Life 70 (core batch processing stay on mainframe),"Hutto, Amy"
ZPERFMAN,CONTROL_CARD,Missing,-,PE,Policy Exceptions,"Hutto, Amy"
ZPMLTP,CONTROL_CARD,Missing,-,PM,Policy Master Record Inquiry,"Hutto, Amy"
NP01290X,COBOL,Missing,-,NP,Life 70 - Underwriting,"Hutto, Amy"
PPBE0500,COBOL,Missing,-,PP,Policy Pages,"Hutto, Amy"
NAT2PROX,PROC,Missing,-,AT,Actuarial,"Hutto, Amy"
WWTENDER,COBOL,Missing,-,WW,"Policy Services Workflow
Owner: Amy","Hutto, Amy"
WWEB0001,COBOL,Missing,-,WW,"Policy Services Workflow
Owner: Amy","Hutto, Amy"
WWEB0002,COBOL,Missing,-,WW,"Policy Services Workflow
Owner: Amy","Hutto, Amy"
ZJEB0110,COBOL,Missing,-,ZJ,EAS - Emergency Advisory System,"Hutto, Amy"
ZJEB0115,COBOL,Missing,-,ZJ,EAS - Emergency Advisory System,"Hutto, Amy"
ZJEB0120,COBOL,Missing,-,ZJ,EAS - Emergency Advisory System,"Hutto, Amy"
ZJEB0080,COBOL,Missing,-,ZJ,EAS - Emergency Advisory System,"Hutto, Amy"
ZJEB0090,COBOL,Missing,-,ZJ,EAS - Emergency Advisory System,"Hutto, Amy"
NAT2PROD,PROC,Missing,-,AT,Actuarial,"Hutto, Amy"
