component_name,component_type,tloc,orphan,Inscope
AUD08CS7,PARM,6,No,Yes
AUD08CS8,PARM,13,No,Yes
AUD08CS9,PARM,67,No,Yes
AUD08CSA,PARM,8,No,Yes
AUD08CS3,PARM,48,No,Yes
AUD08CSB,PARM,8,No,Yes
AUD09CC1,PARM,20,No,Yes
AUD08CSC,PARM,6,No,Yes
AUD09CC3,PARM,1,No,Yes
AUD09CC4,PARM,4,Yes,Yes
AUD09CC2,PARM,19,Yes,Yes
AUD09CC6,PARM,8,No,Yes
AUD09CC5,PARM,7,No,Yes
AUD09CC8,PARM,9,No,Yes
AUD09CC7,PARM,6,No,Yes
AUD0TCS2,PARM,5,No,Yes
AUD0TCS1,PARM,1,Yes,Yes
AUD100,PARM,2,No,Yes
AUD0TCS5,PARM,8,No,Yes
AUD1001,PARM,3,No,Yes
AUD1000,PARM,3,No,Yes
AUD101,PARM,2,No,Yes
AUD105,PARM,2,No,Yes
AUD10CC1,PARM,6,No,Yes
AUD10CC3,PARM,6,No,Yes
AUD10CC4,PARM,94,No,Yes
AUD10CV2,PARM,22,No,Yes
AUD10CV1,PARM,22,No,Yes
AUD10CV5,PARM,22,No,Yes
AUD10CV6,PARM,22,No,Yes
AUD110,PARM,2,No,Yes
AUD111,PARM,2,No,Yes
AUD113,PARM,2,No,Yes
AUD112,PARM,2,No,Yes
AUD114,PARM,2,Yes,Yes
AUD116,PARM,3,No,Yes
AUD115,PARM,2,No,Yes
AUD11CC3,PARM,3,No,Yes
AUD11CC4,PARM,13,No,Yes
AUD11CC4T,PARM,4,Yes,Yes
AUD11CS1,PARM,20,No,Yes
AUD11CC2,PARM,13,No,Yes
AUD11CS3,PARM,18,No,Yes
AUD11CS4,PARM,16,No,Yes
AUD120,PARM,2,No,Yes
AUD12CC1,PARM,10,No,Yes
AUD12CC2,PARM,11,No,Yes
AUD12CS1,PARM,16,No,Yes
AUD130,PARM,2,No,Yes
AUD13CC1,PARM,9,No,Yes
AUD11CS2,PARM,18,No,Yes
AUD13CC3,PARM,8,No,Yes
AUD13CC4,PARM,9,No,Yes
AUD13CC9,PARM,8,No,Yes
AUD13CS1,PARM,16,No,Yes
AUD13CC2,PARM,24,No,Yes
AUD140,PARM,2,No,Yes
AUD14CC1,PARM,5,No,Yes
AUD14CC2,PARM,19,No,Yes
AUD14CC3,PARM,4,No,Yes
AUD13CS2,PARM,38,No,Yes
AUD150,PARM,2,No,Yes
AUD14CC4,PARM,12,No,Yes
AUD156,PARM,2,No,Yes
AUD15CC1,PARM,1,No,Yes
AUD15CS1,PARM,4,No,Yes
AUD15CS2,PARM,71,No,Yes
AUD155,PARM,2,No,Yes
AUD15CS3,PARM,16,No,Yes
AUD160,PARM,2,No,Yes
AUD165,PARM,2,No,Yes
AUD16CC1,PARM,10,No,Yes
AUD16CC2,PARM,7,No,Yes
AUD16CS1,PARM,27,No,Yes
AUD180,PARM,2,No,Yes
AUD18CC1,PARM,14,No,Yes
AUD18CC2,PARM,1,Yes,Yes
AUD18CC2,PARM,3,Yes,Yes
AUD16CC3,PARM,32,No,Yes
AUD18CC3,PARM,9,Yes,Yes
AUD18CC4,PARM,117,No,Yes
AUD18CC5,PARM,4,No,Yes
AUD18CC6,PARM,28,No,Yes
AUD18CC6,PARM,32,No,Yes
AUD18CC8,PARM,9,No,Yes
AUD18CC9,PARM,28,No,Yes
AUD18CC9,PARM,35,No,Yes
AUD18CC7,PARM,7,No,Yes
AUD18CCB,PARM,28,No,Yes
AUD18CCB,PARM,33,No,Yes
AUD18CCA,PARM,7,No,Yes
AUD18CCD,PARM,7,No,Yes
AUD18CCC,PARM,7,No,Yes
AUD18CCF,PARM,7,No,Yes
AUD18CCG,PARM,7,No,Yes
AUD18CCH,PARM,17,No,Yes
AUD18CCI,PARM,7,No,Yes
AUD18CCJ,PARM,10,No,Yes
AUD18CCE,PARM,7,No,Yes
AUD18CCK,PARM,7,No,Yes
AUD18CCM,PARM,28,No,Yes
AUD18CCL,PARM,7,No,Yes
AUD1ACC1,PARM,1,Yes,Yes
AUD1ACC2,PARM,4,Yes,Yes
AUD1ACC4,PARM,1,Yes,Yes
AUD1ACC3,PARM,6,No,Yes
AUD1ACC6,PARM,4,Yes,Yes
AUD1ACC5,PARM,1,Yes,Yes
AUD1ACC8,PARM,37,No,Yes
AUD1ACC7,PARM,4,No,Yes
AUD1DCC2,PARM,5,No,Yes
AUD1DCC1,PARM,1,No,Yes
AUD1DCC4,PARM,14,No,Yes
AUD1DCC3,PARM,32,Yes,Yes
AUD1DCC6,PARM,30,No,Yes
AUD1DCC5,PARM,14,No,Yes
AUD1DCC7,PARM,1,No,Yes
AUD1DCC8,PARM,8,No,Yes
AUD1DCC9,PARM,10,No,Yes
AUD201,PARM,2,No,Yes
AUD202,PARM,2,No,Yes
AUD203,PARM,2,No,Yes
AUD205,PARM,2,No,Yes
AUD20CC1,PARM,6,No,Yes
AUD20CC3,PARM,6,No,Yes
AUD200,PARM,2,No,Yes
AUD210,PARM,2,No,Yes
AUD211,PARM,2,No,Yes
AUD212,PARM,2,No,Yes
AUD21CS1,PARM,25,No,Yes
AUD21CS2,PARM,179,No,Yes
AUD220,PARM,2,No,Yes
AUD215,PARM,2,No,Yes
AUD225,PARM,2,No,Yes
AUD230,PARM,2,No,Yes
AUD240,PARM,2,No,Yes
AUD25CC1,PARM,6,No,Yes
AUD25CC3,PARM,6,No,Yes
AUD22CS1,PARM,179,No,Yes
AUD260,PARM,2,No,Yes
AUD270,PARM,2,No,Yes
AUD26CS1,PARM,12,No,Yes
AUD280,PARM,2,No,Yes
AUD290,PARM,2,No,Yes
AUD29CC1,PARM,7,No,Yes
AUD29CC2,PARM,7,No,Yes
AUD29CC3,PARM,7,No,Yes
AUD29CC4,PARM,6,No,Yes
AUD295,PARM,2,No,Yes
AUD2DCC2,PARM,13,No,Yes
AUD2DCC3,PARM,6,No,Yes
AUD2DCC4,PARM,13,No,Yes
AUD2DCC1,PARM,10,No,Yes
AUD300,PARM,2,No,Yes
AUD310,PARM,2,No,Yes
AUD2DCC5,PARM,6,No,Yes
AUD32CC3,PARM,6,No,Yes
AUD330,PARM,2,No,Yes
AUD32CC1,PARM,6,No,Yes
AUD340,PARM,2,No,Yes
AUD345,PARM,2,No,Yes
AUD349,PARM,2,No,Yes
AUD34CC1,PARM,35,No,Yes
AUD33CS1,PARM,34,No,Yes
AUD351,PARM,2,No,Yes
AUD350,PARM,2,No,Yes
AUD35CC1,PARM,5,No,Yes
AUD35CC2,PARM,5,No,Yes
AUD352,PARM,2,No,Yes
AUD380,PARM,2,No,Yes
AUD35CS1,PARM,29,No,Yes
AUD39CC1,PARM,26,No,Yes
AUD3DCC1,PARM,14,No,Yes
AUD38CC1,PARM,86,No,Yes
AUD40CS1,PARM,8,No,Yes
AUD41CC1,PARM,1,No,Yes
AUD3DCC2,PARM,7,No,Yes
AUD41CC2,PARM,16,No,Yes
AUD41CC2,PARM,16,No,Yes
AUD42CC1,PARM,1,No,Yes
AUD41CC4,PARM,1,No,Yes
AUD440,PARM,2,No,Yes
AUD43CC1,PARM,1,No,Yes
AUD445,PARM,2,No,Yes
AUD44CC1,PARM,1,No,Yes
AUD44CC2,PARM,21,No,Yes
AUD44CC3,PARM,20,No,Yes
AUD44CC6,PARM,15,No,Yes
AUD44CC4,PARM,18,No,Yes
AUD44CC7,PARM,14,No,Yes
AUD450,PARM,2,No,Yes
AUD45CC1,PARM,5,No,Yes
AUD455,PARM,2,No,Yes
AUD45CC2,PARM,1,No,Yes
AUD45CC1,PARM,3,No,Yes
AUD45CC4,PARM,96,No,Yes
AUD45CC5,PARM,1,No,Yes
AUD45CC6,PARM,1824,No,Yes
AUD45CC8,PARM,2,Yes,Yes
AUD45CS2,PARM,12,No,Yes
AUD45CS1,PARM,12,No,Yes
AUD45CS3,PARM,14,No,Yes
AUD45CS4,PARM,10,No,Yes
AUD460,PARM,2,No,Yes
AUD46CC2,PARM,13,No,Yes
AUD46CC1,PARM,13,No,Yes
AUD46CC5,PARM,12,No,Yes
AUD46CC6,PARM,12,No,Yes
AUD470,PARM,2,No,Yes
AUD475,PARM,2,No,Yes
AUD47CC1,PARM,1,No,Yes
AUD47CC2,PARM,1,No,Yes
AUD47CC3,PARM,39,No,Yes
AUD47CC4,PARM,99,No,Yes
AUD47CC5,PARM,2,No,Yes
AUD47CC6,PARM,1,No,Yes
AUD47CC7,PARM,23,No,Yes
AUD47CC8,PARM,18,No,Yes
AUD47CC9,PARM,17,No,Yes
AUD47CCA,PARM,4,No,Yes
AUD47CS1,PARM,44,No,Yes
AUD482,PARM,2,No,Yes
AUD46CC3,PARM,13,No,Yes
AUD484,PARM,2,No,Yes
AUD487,PARM,2,No,Yes
AUD490,PARM,2,No,Yes
AUD49CS1,PARM,10,No,Yes
AUD483,PARM,2,No,Yes
AUD501,PARM,2,No,Yes
AUD500,PARM,2,No,Yes
AUD505,PARM,2,No,Yes
AUD50CC1,PARM,1,No,Yes
AUD50CC2,PARM,1,No,Yes
AUD50CC4,PARM,1,No,Yes
AUD50CC3,PARM,45,No,Yes
AUD50CC6,PARM,1,No,Yes
AUD50CC5,PARM,184,No,Yes
AUD50CC7,PARM,1,No,Yes
AUD50CC9,PARM,6,No,Yes
AUD50CC8,PARM,1,No,Yes
AUD50CM2,PARM,9,No,Yes
AUD50CM1,PARM,3,No,Yes
AUD50CM4,PARM,3,No,Yes
AUD50CM3,PARM,6,No,Yes
AUD50CM6,PARM,6,No,Yes
AUD50CM5,PARM,9,No,Yes
AUD50CM8,PARM,9,No,Yes
AUD50CM7,PARM,3,No,Yes
AUD50CS1,PARM,27,No,Yes
AUD50CS2,PARM,35,No,Yes
AUD510,PARM,2,No,Yes
AUD51CC1,PARM,1,No,Yes
AUD51CC2,PARM,1,No,Yes
AUD520,PARM,2,No,Yes
AUD525,PARM,2,No,Yes
AUD52CC1,PARM,1,No,Yes
AUD52CC2,PARM,8,No,Yes
AUD52CC4,PARM,1,No,Yes
AUD52CS1,PARM,28,No,Yes
AUD530,PARM,2,No,Yes
AUD535,PARM,2,No,Yes
AUD53CC1,PARM,13,No,Yes
AUD53CC2,PARM,20,No,Yes
AUD540,PARM,2,No,Yes
AUD54CC1,PARM,18,No,Yes
AUD54CC1,PARM,15,No,Yes
AUD50CM9,PARM,6,No,Yes
AUD550,PARM,2,No,Yes
AUD55CC1,PARM,18,No,Yes
AUD560,PARM,2,No,Yes
AUD56CC1,PARM,18,No,Yes
AUD56CC1,PARM,1,No,Yes
AUD56CS1,PARM,16,No,Yes
AUD570,PARM,2,No,Yes
AUD565,PARM,2,No,Yes
AUD57CC2,PARM,6,No,Yes
AUD57CS1,PARM,10,No,Yes
AUD580,PARM,2,No,Yes
AUD58CC1,PARM,6,No,Yes
AUD57CC1,PARM,6,No,Yes
AUD58CS1,PARM,13,No,Yes
AUD58CS2,PARM,15,No,Yes
AUD58CS3,PARM,15,No,Yes
AUD5CCC1,PARM,1,No,Yes
AUD58CC2,PARM,6,No,Yes
AUD5CCS1,PARM,10,No,Yes
AUD5CCS2,PARM,5,No,Yes
AUD5CCS3,PARM,4,No,Yes
AUD5CCC2,PARM,1,No,Yes
AUD5DCC1,PARM,8,No,Yes
AUD600,PARM,2,No,Yes
AUD601,PARM,2,No,Yes
AUD603,PARM,2,No,Yes
AUD5CCS4,PARM,71,No,Yes
AUD610,PARM,2,No,Yes
AUD60CS1,PARM,12,No,Yes
AUD620,PARM,2,No,Yes
AUD615,PARM,2,No,Yes
AUD630,PARM,2,No,Yes
AUD632,PARM,2,No,Yes
AUD63CC1,PARM,33,No,Yes
AUD63CCM,PARM,5,No,Yes
AUD63CC2,PARM,13,No,Yes
AUD63CCW,PARM,5,No,Yes
AUD63CCR,PARM,15,No,Yes
AUD641,PARM,2,No,Yes
AUD640,PARM,2,No,Yes
AUD661,PARM,2,No,Yes
AUD66CC1,PARM,1,No,Yes
AUD660,PARM,2,No,Yes
AUD66CC3,PARM,1,No,Yes
AUD66CC2,PARM,1,No,Yes
AUD66CS2,PARM,14,No,Yes
AUD66CS1,PARM,13,No,Yes
AUD66CS4,PARM,20,No,Yes
AUD66CS3,PARM,19,No,Yes
AUD67AS1,PARM,16,No,Yes
AUD66CSA,PARM,7,No,Yes
AUD67CC3,PARM,7,No,Yes
AUD67AS2,PARM,5,No,Yes
AUD67CC5,PARM,4,No,Yes
AUD67CC4,PARM,19,No,Yes
AUD67CS3,PARM,15,No,Yes
AUD67CS1,PARM,17,No,Yes
AUD67CS5,PARM,14,No,Yes
AUD67CS4,PARM,15,No,Yes
AUD67CS7,PARM,8,No,Yes
AUD67DS2,PARM,8,Yes,Yes
AUD680,PARM,2,No,Yes
AUD68CS1,PARM,22,No,Yes
AUD68CS2,PARM,25,No,Yes
AUD67CS6,PARM,17,No,Yes
AUD68CS3,PARM,11,No,Yes
AUD68CS5,PARM,16,No,Yes
AUD69CC1,PARM,9,No,Yes
AUD69CC2,PARM,9,No,Yes
AUD700,PARM,2,No,Yes
AUD70CC1,PARM,10,No,Yes
AUD70CC2,PARM,10,No,Yes
AUD70CC4,PARM,10,No,Yes
AUD70CC5,PARM,39,No,Yes
AUD69CC3,PARM,9,No,Yes
AUD70CS2,PARM,10,No,Yes
AUD70CS3,PARM,21,No,Yes
AUD70CS4,PARM,5,No,Yes
AUD74CS1,PARM,8,No,Yes
AUD70CS1,PARM,12,No,Yes
AUD75CC1,PARM,10,No,Yes
AUD75CC2,PARM,15,No,Yes
AUD75CS1,PARM,12,No,Yes
AUD75CS2,PARM,10,No,Yes
AUD74CS2,PARM,27,No,Yes
AUD76CC1,PARM,10,No,Yes
AUD76CS1,PARM,16,No,Yes
AUD770,PARM,2,No,Yes
AUD75CS3,PARM,20,No,Yes
AUD771,PARM,2,No,Yes
AUD772,PARM,2,No,Yes
AUD770A,PARM,2,No,Yes
AUD774,PARM,2,No,Yes
AUD776,PARM,2,No,Yes
AUD775,PARM,2,No,Yes
AUD778,PARM,2,No,Yes
AUD777,PARM,2,No,Yes
AUD77CC1,PARM,16,No,Yes
AUD77CC2,PARM,16,No,Yes
AUD77CC3,PARM,1,Yes,Yes
AUD77CC4,PARM,12,No,Yes
AUD77CC5,PARM,4,No,Yes
AUD77CC5,PARM,11,No,Yes
AUD77CC6,PARM,3,No,Yes
AUD77CC7,PARM,9,No,Yes
AUD77CC9,PARM,6,No,Yes
AUD77CS1,PARM,12,No,Yes
AUD77CS2,PARM,10,No,Yes
AUD77CS3,PARM,12,No,Yes
AUD77CS4,PARM,10,No,Yes
AUD77CCA,PARM,72,No,Yes
AUD77CS5,PARM,28,No,Yes
AUD77CS7,PARM,15,No,Yes
AUD77CS6,PARM,28,No,Yes
AUD77CS8,PARM,6,No,Yes
AUD78CC1,PARM,38,No,Yes
AUD78CC3,PARM,13,No,Yes
AUD78CC2,PARM,11,No,Yes
AUD78CC5,PARM,1,No,Yes
AUD78CC6,PARM,1,Yes,Yes
AUD78CC4,PARM,1,No,Yes
AUD78CS1,PARM,12,No,Yes
AUD78CS2,PARM,35,No,Yes
AUD78CS3,PARM,8,No,Yes
AUD79CC1,PARM,38,No,Yes
AUD7ACS1,PARM,28,No,Yes
AUD7ACS2,PARM,23,No,Yes
AUD7ACS3,PARM,31,No,Yes
AUD78CC7,PARM,5,No,Yes
AUD7ACSA,PARM,5,No,Yes
AUD801,PARM,2,No,Yes
AUD802,PARM,2,No,Yes
AUD805,PARM,2,No,Yes
AUD82CS1,PARM,23,No,Yes
AUD84CC1,PARM,15,No,Yes
AUD850,PARM,2,No,Yes
AUD82CC1,PARM,25,No,Yes
AUD85CC1,PARM,14,No,Yes
AUD85CC2,PARM,14,No,Yes
AUD855,PARM,2,No,Yes
AUD865,PARM,2,No,Yes
AUD860,PARM,2,No,Yes
AUD871,PARM,2,No,Yes
AUD870,PARM,2,No,Yes
AUD880,PARM,2,No,Yes
AUD881,PARM,2,No,Yes
AUD872,PARM,2,No,Yes
AUD88CC1,PARM,1,Yes,Yes
AUD88CC1,PARM,8,Yes,Yes
AUD889,PARM,2,No,Yes
AUD88CC2,PARM,8,Yes,Yes
AUD88CC3,PARM,144,No,Yes
AUD88CC2,PARM,1,Yes,Yes
AUD88CCA,PARM,39,No,Yes
AUD88CC4,PARM,18,No,Yes
AUD88CS1,PARM,21,No,Yes
AUD88CCAbkp20161206,PARM,38,Yes,No
AUD88CS2,PARM,22,No,Yes
AUD890,PARM,2,No,Yes
AUD88CS3,PARM,25,No,Yes
AUD8ACC1,PARM,12,No,Yes
AUD8ACC2,PARM,12,No,Yes
AUD8ACS1,PARM,9,No,Yes
AUD8ACS2,PARM,7,No,Yes
AUD901,PARM,2,No,Yes
AUD902,PARM,2,No,Yes
AUD903,PARM,2,No,Yes
AUD891,PARM,2,No,Yes
AUD904,PARM,2,No,Yes
AUD905,PARM,2,No,Yes
AUD90CC1,PARM,31,No,Yes
AUD90CC2,PARM,1,No,Yes
AUD90CC3,PARM,1,No,Yes
AUD909,PARM,2,No,Yes
AUD92CC1,PARM,13,No,Yes
AUD92CS1,PARM,9,No,Yes
AUD94CC1,PARM,6,No,Yes
AUD950,PARM,2,No,Yes
AUD91CC1,PARM,2,No,Yes
AUD95CC1,PARM,17,No,Yes
AUD95CC1,PARM,13,No,Yes
AUD95CS1,PARM,16,No,Yes
AUD951,PARM,2,No,Yes
AUD96CC0,PARM,2,No,Yes
AUD96CC1,PARM,14,No,Yes
AUD96CC2,PARM,14,No,Yes
AUD95CS2,PARM,12,No,Yes
AUD970,PARM,2,No,Yes
AUD97CC1,PARM,18,No,Yes
AUD985,PARM,2,No,Yes
AUD98CC1,PARM,16,Yes,Yes
AUD98CC2,PARM,31,Yes,Yes
AUD98CC3,PARM,10,Yes,Yes
AUD98CC4,PARM,10,Yes,Yes
AUD98CC5,PARM,10,Yes,Yes
AUD98CS1,PARM,6,No,Yes
AUD98CV1,PARM,14,No,Yes
AUD990,PARM,2,No,Yes
AUD991,PARM,2,No,Yes
AUD992,PARM,2,No,Yes
AUD993,PARM,2,No,Yes
AUD995,PARM,2,No,Yes
AUD99CC1,PARM,2,No,Yes
AUD994,PARM,2,No,Yes
AUD9ACS1,PARM,54,Yes,Yes
AUD9BCC1,PARM,1,Yes,Yes
AUD99CC2,PARM,14,No,Yes
AUD9BCC5,PARM,4,No,Yes
AUD9BCC1,PARM,3,Yes,Yes
AUD9BCS1,PARM,20,No,Yes
AUD9BCC6,PARM,36,No,Yes
AUDA1CC1,PARM,20,No,Yes
AUDA01,PARM,2,No,Yes
AUDA1CC2,PARM,4,No,Yes
AUDA1CC3,PARM,1,No,Yes
AUDA1CC4,PARM,1,No,Yes
AUDA1CC5,PARM,14,No,Yes
AUDA1CC6,PARM,14,No,Yes
AUDA1CC8,PARM,14,No,Yes
AUDA1CS1,PARM,8,No,Yes
AUDA1CS2,PARM,13,No,Yes
AUDA1CS3,PARM,14,No,Yes
AUDA1CC7,PARM,14,No,Yes
AUDA1CS5,PARM,7,No,Yes
AUDA2CS1,PARM,10,No,Yes
AUDA2CS2,PARM,18,No,Yes
AUDA2CS3,PARM,15,No,Yes
AUDA3CC1,PARM,8,No,Yes
AUDA1CS4,PARM,9,No,Yes
AUDA4CS1,PARM,38,No,Yes
AUDA5CS1,PARM,9,No,Yes
AUDA6CC1,PARM,4,No,Yes
AUDB01,PARM,2,No,Yes
AUDC01,PARM,2,No,Yes
AUDCLCC1,PARM,12,No,Yes
AUDCLEAN,PARM,126,Yes,Yes
AUDA8CC1,PARM,158,No,Yes
AUDCNCC2,PARM,58,No,Yes
AUDCNCC3,PARM,16,No,Yes
AUDD01,PARM,2,No,Yes
AUDDBCMD,PARM,4,No,Yes
AUDDICS1,PARM,9,No,Yes
AUDDIP,PARM,2,No,Yes
AUDE01,PARM,2,No,Yes
AUDE0CC1,PARM,6,No,Yes
AUDFOLDR,PARM,5,No,Yes
AUDCNCC1,PARM,1,No,Yes
AUDG10,PARM,2,No,Yes
AUDG20,PARM,2,No,Yes
AUDG30,PARM,2,No,Yes
AUDG3CS1,PARM,16,No,Yes
AUDG3CS2,PARM,19,No,Yes
AUDG1CS1,PARM,31,No,Yes
AUDG40,PARM,2,No,Yes
AUDG4CC2,PARM,6,Yes,Yes
AUDG4CC3,PARM,23,No,Yes
AUDG4CC1,PARM,1,Yes,Yes
AUDG50,PARM,2,No,Yes
AUDG55,PARM,2,No,Yes
AUDG5CC3,PARM,5,Yes,Yes
AUDG5CC4,PARM,23,No,Yes
AUDG5CS1,PARM,6,No,Yes
AUDG60,PARM,2,No,Yes
AUDG4CC4,PARM,23,No,Yes
AUDG6CC1,PARM,17,No,Yes
AUDG6CC2,PARM,5,Yes,Yes
AUDG6CC3,PARM,23,No,Yes
AUDG6CS2,PARM,31,No,Yes
AUDG70,PARM,2,No,Yes
AUDG80,PARM,2,No,Yes
AUDG90,PARM,2,No,Yes
AUDM01,PARM,2,No,Yes
AUDM02,PARM,2,Yes,Yes
AUDG6CS3,PARM,49,No,Yes
AUDM04,PARM,2,No,Yes
AUDM03,PARM,2,No,Yes
AUDNLCC1,PARM,1,No,Yes
AUDS01,PARM,2,No,Yes
AUTOPLT,PARM,52,No,Yes
AUTRSTRT,PARM,0,No,Yes
b8cpy,PARM,20,Yes,No
BC1BACK,PARM,136,Yes,Yes
BC1BACK,PARM,136,Yes,Yes
AUTOPET,PARM,9030,No,Yes
BC1JDEFT,PARM,158,Yes,Yes
BCR,PARM,327,Yes,No
BC1JDEFT,PARM,158,Yes,Yes
bcr,PARM,28,Yes,Yes
bcr_bkp1024,PARM,16,Yes,No
bcr_bkp1102,PARM,16,Yes,No
bcr,PARM,28,Yes,Yes
BIA50C01,PARM,82,No,Yes
BIAFXPUS,PARM,2,No,Yes
bcr2,PARM,16,Yes,Yes
BIBFXPUS,PARM,2,No,Yes
BIC50C01,PARM,82,No,Yes
BIB50C01,PARM,82,No,Yes
BICBUY01,PARM,3,No,Yes
BICCLP00,PARM,6,No,Yes
BICBRO00,PARM,1,No,Yes
BICCLP02,PARM,2,No,Yes
BICCLP03,PARM,14,No,Yes
BICCLP04,PARM,12,No,Yes
BICCLP01,PARM,2,No,Yes
BICCLP06,PARM,33,No,Yes
BICCLP07,PARM,33,No,Yes
BICCLP05,PARM,7,No,Yes
BICCLP09,PARM,42,No,Yes
BICCLP10,PARM,10,No,Yes
BICCLP11,PARM,36,No,Yes
BICCLP08,PARM,33,No,Yes
BICCLP13,PARM,7,No,Yes
BICCLP14,PARM,15,No,Yes
BICCLP15,PARM,23,No,Yes
BICCLP12,PARM,49,No,Yes
BICCLP17,PARM,8,No,Yes
BICCLP18,PARM,13,No,Yes
BICCLP16,PARM,22,No,Yes
BICCLP20,PARM,32,No,Yes
BICCLP19,PARM,15,No,Yes
BICCLP22,PARM,32,No,Yes
BICCLP21,PARM,32,No,Yes
BICCOD00,PARM,5,No,Yes
BICCLP23,PARM,42,No,Yes
BICCOD02,PARM,6,No,Yes
BICCOD01,PARM,90,No,Yes
BICDOH00,PARM,6,No,Yes
BICDCI00,PARM,6,No,Yes
BICDSB04,PARM,114,No,Yes
BICDSB01,PARM,13,No,Yes
BICFIN01,PARM,150,No,Yes
BICDSB05,PARM,129,No,Yes
BICGFS00,PARM,19,No,Yes
BICINVW0,PARM,14,No,Yes
BICFXPUS,PARM,2,No,Yes
BICLR90A,PARM,40,Yes,Yes
BICLR90B,PARM,40,Yes,Yes
BICIWF00,PARM,1,No,Yes
BICLR90D,PARM,40,Yes,Yes
BICLR90E,PARM,40,Yes,Yes
BICLR90C,PARM,40,Yes,Yes
BICMSM00,PARM,1,No,Yes
BICLR90F,PARM,33,Yes,Yes
BICPRL00,PARM,1,No,Yes
BICPRO01,PARM,27,No,Yes
BICPRO02,PARM,2,No,Yes
BICPRO02A,PARM,26,No,Yes
BICPR01A,PARM,2,No,Yes
BICPRO02B,PARM,26,No,Yes
BICPRO03,PARM,33,No,Yes
BICPRO04,PARM,31,No,Yes
BICPRO05,PARM,1,No,Yes
BICPRO05A,PARM,67,No,Yes
BICPRO07,PARM,9,No,Yes
BICPRO08,PARM,126,No,Yes
BICSDT00,PARM,29,No,Yes
BICPRO06,PARM,27,No,Yes
BICSDT02,PARM,2,No,Yes
BICSRV00,PARM,1,No,Yes
BICSTT01,PARM,9,No,Yes
BICSDT01,PARM,4,No,Yes
BICXRF00,PARM,78,No,Yes
BID50C01,PARM,82,No,Yes
BICSTW00,PARM,1,No,Yes
BIE50C01,PARM,82,No,Yes
BIEFXPCA,PARM,2,No,Yes
BIDFXPUS,PARM,2,No,Yes
BIFAFP00,PARM,1,No,Yes
BIFAFP0A,PARM,34,No,Yes
BIEFXPUS,PARM,2,Yes,Yes
BIFAFP0R,PARM,6,No,Yes
BIFASC00,PARM,5,No,Yes
BIFAFP0B,PARM,34,No,Yes
BIFCAC00,PARM,2,No,Yes
BIFCAR00,PARM,1,No,Yes
BIFCDL0R,PARM,1,No,Yes
BIFCDL00,PARM,1,No,Yes
BIFCIS00,PARM,1,No,Yes
BIFCID00,PARM,1,No,Yes
BIFCSO00,PARM,1,No,Yes
BIFCLO00,PARM,2,No,Yes
BIFCSU00,PARM,1,No,Yes
BIFCSU0R,PARM,1,No,Yes
BIFCSO0R,PARM,6,No,Yes
BIFCTV0R,PARM,1,No,Yes
BIFDCP00,PARM,1,No,Yes
BIFCSY0R,PARM,1,No,Yes
BIFDCT0R,PARM,6,No,Yes
BIFDLP0R,PARM,1,No,Yes
BIFDLV0R,PARM,1,No,Yes
BIFDCT00,PARM,6,No,Yes
BIFDOH00,PARM,1,No,Yes
BIFDPD0R,PARM,1,No,Yes
BIFDPP0R,PARM,1,No,Yes
BIFDPS0R,PARM,1,No,Yes
BIFDNH00,PARM,6,No,Yes
BIFDSE0A,PARM,1,No,Yes
BIFDSG00,PARM,1,No,Yes
BIFDSG0R,PARM,1,No,Yes
BIFDSI00,PARM,12,No,Yes
BIFDSI0R,PARM,1,No,Yes
BIFDRP0R,PARM,1,No,Yes
BIFDSS0R,PARM,1,No,Yes
BIFDVS0R,PARM,1,No,Yes
BIFEED0R,PARM,1,No,Yes
BIFEES0R,PARM,1,No,Yes
BIFEID00,PARM,1,No,Yes
BIFEIN00,PARM,6,No,Yes
BIFEIS00,PARM,1,No,Yes
BIFDSP00,PARM,1,No,Yes
BIFELC0R,PARM,1,No,Yes
BIFEMC00,PARM,5,No,Yes
BIFEND0R,PARM,1,No,Yes
BIFENS0R,PARM,1,No,Yes
BIFEOS00,PARM,1,No,Yes
BIFEPA00,PARM,1,No,Yes
BIFEPD00,PARM,1,No,Yes
BIFEPD0R,PARM,1,No,Yes
BIFEPG0R,PARM,1,No,Yes
BIFEPG00,PARM,1,No,Yes
BIFEPM0R,PARM,1,No,Yes
BIFETR0R,PARM,1,No,Yes
BIFEPM00,PARM,1,No,Yes
BIFFCS0R,PARM,1,No,Yes
BIFFOT00,PARM,7,No,Yes
BIFFOT0R,PARM,1,No,Yes
BIFEUD00,PARM,6,No,Yes
BIFGCS00,PARM,5,No,Yes
BIFGFT00,PARM,1,No,Yes
BIFGFT0R,PARM,1,No,Yes
BIFFSL00,PARM,1,No,Yes
BIFHCS0R,PARM,6,No,Yes
BIFHOD00,PARM,6,No,Yes
BIFHOD0R,PARM,6,No,Yes
BIFHPS00,PARM,1,No,Yes
BIFGLA00,PARM,6,No,Yes
BIFIBD0R,PARM,1,No,Yes
BIFICL0R,PARM,1,No,Yes
BIFICM0R,PARM,1,No,Yes
BIFICR0R,PARM,1,No,Yes
BIFIHS0R,PARM,6,No,Yes
BIFIAD0R,PARM,1,No,Yes
BIFIIL0R,PARM,1,No,Yes
BIFISH0R,PARM,1,No,Yes
BIFIVC0R,PARM,1,No,Yes
